"체결시간","체결가","체결량" 
"11:46:58 524","7100","+1"
"11:47:01 425","7100","+140"
"11:47:02 427","7090","-4156"
"11:47:02 828","7100","+1"
"11:47:03 521","7100","+200"
"11:47:07 623","7100","+100"
"11:47:16 028","7090","-52"
"11:47:16 030","7100","+821"
"11:47:16 123","7100","+1500"
"11:47:16 412","7100","+1"
"11:47:16 523","7090","-500"
"11:47:18 517","7100","+1"
"11:47:20 025","7100","+1630"
"11:47:21 324","7110","+1024"
"11:47:22 422","7110","+709"
"11:47:24 025","7120","+522"
"11:47:26 139","7110","-100"
"11:47:26 727","7120","+30"
"11:47:28 815","7110","-1"
"11:47:30 939","7110","-300"
"11:47:31 336","7120","+2"
"11:47:33 229","7120","+735"
"11:47:37 944","7110","-358"
"11:47:37 944","7100","-826"
"11:47:40 935","7120","+140"
"11:47:43 033","7120","+53"
"11:47:46 226","7120","+1"
"11:47:49 313","7120","+34"
"11:47:49 826","7130","+1"
"11:47:52 556","7130","+41"
"11:47:52 556","7130","+634"
"11:47:53 404","7130","+434"
"11:47:54 808","7140","+1244"
"11:47:54 809","7140","+756"
"11:47:55 412","7150","+909"
"11:47:55 614","7150","+907"
"11:47:55 906","7150","+907"
"11:47:56 130","7150","+907"
"11:47:56 131","7150","+400"
"11:47:56 317","7150","+907"
"11:47:56 332","7150","+2737"
"11:47:56 424","7160","+907"
"11:47:56 713","7160","+877"
"11:47:56 713","7170","+29"
"11:47:57 834","7160","-37"
"11:47:59 735","7170","+1"
"11:48:02 536","7170","+70"
"11:48:02 537","7170","+929"
"11:48:03 726","7170","+535"
"11:48:04 026","7170","-91"
"11:48:09 505","7170","-1"
"11:48:10 931","7170","-628"
"11:48:12 635","7170","+1372"
"11:48:15 421","7170","-11"
"11:48:16 141","7170","-1"
"11:48:16 823","7170","-400"
"11:48:20 539","7170","-1"
"11:48:20 816","7170","-100"
"11:48:21 523","7170","-641"
"11:48:22 340","7170","+3359"
"11:48:22 426","7180","+1"
"11:48:24 425","7180","+488"
"11:48:26 914","7160","-1072"
"11:48:27 125","7160","+928"
"11:48:32 914","7170","+2"
"11:48:37 836","7160","-5"
"11:48:39 816","7150","-51"
"11:48:46 735","7150","-11"
"11:48:47 026","7150","-50"
"11:48:49 308","7150","-36"
"11:48:49 412","7150","+253"
"11:48:55 807","7140","-148"
"11:48:55 807","7130","-9852"
"11:49:03 436","7140","-100"
"11:49:03 436","7130","-70"
"11:49:03 935","7160","+418"
"11:49:18 110","7130","-400"
"11:49:18 219","7150","+1000"
"11:49:18 621","7140","-30"
"11:49:24 633","7150","+100"
"11:49:25 030","7140","+15"
"11:49:29 838","7150","-100"
"11:49:30 644","7160","+1242"
"11:49:33 636","7160","+12"
"11:49:38 229","7170","+69"
"11:49:38 230","7170","+320"
"11:49:39 241","7160","+1"
"11:49:42 315","7170","+139"
"11:49:44 037","7170","+69"
"11:49:44 632","7160","-1180"
"11:49:44 632","7150","-820"
"11:49:49 210","7160","-600"
"11:49:51 836","7160","+1"
"11:49:52 127","7160","-1"
"11:49:52 324","7160","-68"
"11:49:52 324","7150","-1351"
"11:49:52 915","7150","+581"
"11:49:55 608","7170","+18"
"11:49:55 815","7170","-50"
"11:49:55 908","7180","+1983"
"11:49:56 850","7170","-9"
"11:49:57 618","7170","-30"
"11:49:58 715","7180","+1"
"11:49:58 844","7170","-381"
"11:49:58 914","7170","+139"
"11:49:59 035","7170","+460"
"11:49:59 036","7170","+565"
"11:49:59 508","7170","+139"
"11:49:59 812","7170","+100"
"11:50:00 110","7170","+1"
"11:50:00 513","7170","+139"
"11:50:01 137","7170","+76"
"11:50:01 316","7170","-63"
"11:50:01 839","7170","+5"
"11:50:02 038","7170","+139"
"11:50:07 314","7170","+207"
"11:50:07 917","7180","+976"
"11:50:07 918","7180","+200"
"11:50:08 315","7180","+128"
"11:50:10 110","7160","-2000"
"11:50:10 217","7190","+1"
"11:50:11 525","7180","+42"
"11:50:14 427","7170","-2"
"11:50:14 427","7160","-10"
"11:50:17 516","7160","-38"
"11:50:23 202","7170","-1"
"11:50:27 813","7160","-66"
"11:50:28 017","7160","+1370"
"11:50:28 608","7170","+299"
"11:50:29 121","7170","+167"
"11:50:29 122","7170","+12"
"11:50:30 504","7180","+134"
"11:50:31 319","7180","+1133"
"11:50:40 222","7180","+60"
"11:50:41 726","7180","+15"
"11:50:42 220","7180","+57"
"11:50:45 722","7180","+100"
"11:50:45 906","7180","+100"
"11:50:48 316","7180","-100"
"11:50:48 816","7180","-1"
"11:50:48 929","7190","+100"
"11:50:48 930","7190","+3980"
"11:50:49 020","7190","+2553"
"11:50:50 530","7190","-1"
"11:50:53 213","7190","-1"
"11:50:54 014","7190","+68"
"11:50:54 731","7190","-932"
"11:50:54 731","7180","-1339"
"11:51:02 016","7190","+41"
"11:51:04 016","7190","-145"
"11:51:04 142","7190","+355"
"11:51:04 217","7190","-50"
"11:51:04 323","7190","-10"
"11:51:04 534","7190","-1"
"11:51:07 206","7190","-184"
"11:51:07 337","7190","+250"
"11:51:10 623","7190","+1"
"11:51:13 021","7190","+1"
"11:51:16 606","7180","-280"
"11:51:18 015","7190","+1000"
"11:51:39 008","7190","+100"
"11:51:39 218","7190","+10"
"11:51:42 117","7190","+50"
"11:51:51 330","7180","-500"
"11:51:52 732","7180","-439"
"11:51:52 732","7170","-365"
"11:51:55 306","7180","+8"
"11:51:56 516","7180","+192"
"11:51:57 003","7180","-8"
"11:51:57 718","7180","+150"
"11:52:01 815","7180","+1"
"11:52:02 522","7170","-146"
"11:52:04 002","7180","+16"
"11:52:07 123","7180","+100"
"11:52:09 216","7180","+1"
"11:52:15 725","7180","+463"
"11:52:16 606","7180","-37"
"11:52:21 724","7180","+5"
"11:52:22 624","7180","+13"
"11:52:24 918","7170","-27"
"11:52:28 916","7180","+2"
"11:52:29 507","7180","+9"
"11:52:29 508","7180","+9"
"11:52:29 510","7180","+9"
"11:52:31 602","7180","+42"
"11:52:35 917","7170","-658"
"11:52:41 829","7180","+287"
"11:52:43 426","7170","-24"
"11:52:45 206","7170","-500"
"11:52:45 309","7180","+1"
"11:52:46 610","7170","-483"
"11:52:46 610","7160","-17"
"11:52:49 635","7170","-237"
"11:52:49 930","7170","+171"
"11:52:50 807","7170","+10"
"11:52:55 725","7170","-32"
"11:52:55 803","7170","-20"
"11:52:59 022","7170","-800"
"11:53:02 719","7170","-100"
"11:53:05 033","7180","+2215"
"11:53:05 629","7180","+100"
"11:53:10 006","7180","-19"
"11:53:11 120","7180","+314"
"11:53:14 511","7180","-10"
"11:53:14 908","7180","-11"
"11:53:14 908","7170","-119"
"11:53:20 436","7180","-626"
"11:53:30 439","7180","-100"
"11:53:37 033","7180","-5"
"11:53:37 217","7180","-250"
"11:53:43 631","7180","-1"
"11:53:43 721","7180","-40"
"11:53:48 914","7180","-51"
"11:53:52 510","7190","+696"
"11:53:55 825","7190","+695"
"11:54:04 705","7190","+1"
"11:54:11 026","7180","-2"
"11:54:20 717","7180","-500"
"11:54:23 809","7190","+910"
"11:54:25 405","7190","+1"
"11:54:28 006","7180","-130"
"11:54:31 122","7190","+1347"
"11:54:31 528","7180","-231"
"11:54:31 811","7190","+807"
"11:54:41 539","7190","-871"
"11:54:42 013","7190","+10"
"11:54:44 909","7190","+10"
"11:54:45 515","7190","+499"
"11:54:47 008","7200","+1388"
"11:54:50 146","7200","+4905"
"11:54:50 317","7200","+626"
"11:54:57 614","7200","-100"
"11:54:59 715","7200","-100"
"11:55:01 019","7210","+20"
"11:55:03 812","7210","+50"
"11:55:04 145","7200","-10"
"11:55:12 219","7210","+501"
"11:55:12 429","7210","+1"
"11:55:13 927","7210","+1000"
"11:55:14 810","7210","+88"
"11:55:14 811","7200","-1"
"11:55:17 507","7210","-13"
"11:55:17 817","7210","-187"
"11:55:18 005","7210","+10"
"11:55:18 506","7200","-75"
"11:55:18 908","7210","+100"
"11:55:22 011","7200","-3656"
"11:55:24 009","7200","+1"
"11:55:38 124","7200","+10"
"11:55:44 730","7200","+865"
"11:55:46 220","7200","+50"
"11:55:47 415","7200","+444"
"11:55:50 525","7210","+500"
"11:55:50 813","7210","+784"
"11:55:51 611","7200","-20"
"11:55:51 921","7210","+50"
"11:55:54 742","7210","+374"
"11:55:57 629","7210","-2"
"11:55:57 714","7220","+800"
"11:55:57 916","7210","-330"
"11:56:01 725","7210","+50"
"11:56:03 923","7200","-437"
"11:56:04 019","7200","+10"
"11:56:05 923","7200","+338"
"11:56:06 315","7200","+1"
"11:56:07 831","7190","-1000"
"11:56:09 288","7200","+20"
"11:56:09 512","7200","+41"
"11:56:10 427","7190","-170"
"11:56:11 230","7200","+254"
"11:56:16 515","7200","+20"
"11:56:17 273","7200","+100"
"11:56:17 627","7200","+10"
"11:56:22 911","7200","+277"
"11:56:27 003","7200","+1000"
"11:56:27 439","7200","+100"
"11:56:27 826","7200","+1"
"11:56:29 504","7200","+10"
"11:56:33 216","7200","+50"
"11:56:37 612","7200","+100"
"11:56:43 030","7200","+2469"
"11:56:44 008","7210","+138"
"11:56:44 905","7210","+138"
"11:56:48 312","7200","-300"
"11:56:58 627","7210","+2678"
"11:57:00 908","7210","-70"
"11:57:00 908","7200","-30"
"11:57:05 010","7210","-200"
"11:57:07 228","7220","+5595"
"11:57:07 515","7230","+1"
"11:57:07 922","7210","-6"
"11:57:08 096","7210","-6"
"11:57:09 610","7230","+42"
"11:57:16 711","7230","+97"
"11:57:17 311","7220","-322"
"11:57:19 023","7220","+5"
"11:57:23 016","7220","+12"
"11:57:28 113","7220","+390"
"11:57:28 311","7220","+5"
"11:57:32 511","7210","-10"
"11:57:35 713","7210","-379"
"11:57:44 604","7210","-1201"
"11:57:45 934","7210","-541"
"11:57:48 921","7210","-1000"
"11:57:50 718","7210","-693"
"11:57:51 608","7210","-936"
"11:57:51 805","7210","+874"
"11:57:52 407","7210","+91"
"11:57:55 118","7210","+20"
"11:58:03 726","7210","+248"
"11:58:03 727","7210","+1108"
"11:58:13 727","7210","-150"
"11:58:17 414","7210","-10"
"11:58:17 415","7220","+2"
"11:58:23 013","7220","+1"
"11:58:26 263","7220","+213"
"11:58:27 400","7220","-20"
"11:58:30 610","7220","-84"
"11:58:35 824","7210","-10"
"11:58:38 810","7210","-4"
"11:58:41 014","7210","-4"
"11:58:46 100","7210","-280"
"11:58:58 105","7210","-6"
"11:58:59 011","7210","-150"
"11:58:59 012","7210","-400"
"11:58:59 302","7210","-700"
"11:58:59 502","7210","+176"
"11:59:04 797","7210","-86"
"11:59:06 407","7210","+50"
"11:59:10 303","7200","-10"
"11:59:22 605","7200","-200"
"11:59:23 117","7200","-185"
"11:59:26 910","7200","-10"
"11:59:27 223","7200","-400"
"11:59:27 224","7200","-400"
"11:59:27 225","7200","-400"
"11:59:27 227","7200","-886"
"11:59:27 228","7200","-400"
"11:59:28 520","7210","+42"
"11:59:29 215","7200","-200"
"11:59:30 901","7210","+69"
"11:59:31 323","7200","-1538"
"11:59:31 324","7200","-886"
"11:59:31 412","7200","-2319"
"11:59:34 708","7200","+20"
"11:59:36 522","7190","-10"
"11:59:36 601","7190","-10"
"11:59:37 212","7200","+18"
"11:59:43 119","7200","+80"
"11:59:43 199","7190","-150"
"11:59:48 217","7200","+303"
"11:59:48 425","7190","-1350"
"11:59:48 425","7180","-850"
"11:59:53 221","7200","+15"
"11:59:54 419","7190","+10"
"11:59:56 638","7190","+10"
"11:59:57 510","7180","-438"
"12:00:01 408","7190","+15"
"12:00:02 416","7180","-65"
"12:00:04 822","7190","+285"
"12:00:05 904","7190","+97"
"12:00:06 406","7190","+10"
"12:00:08 508","7190","+9"
"12:00:10 510","7190","+10"
"12:00:13 097","7190","+2"
"12:00:18 503","7180","-1"
"12:00:19 106","7180","-100"
"12:00:19 611","7190","+146"
"12:00:22 197","7180","-555"
"12:00:29 009","7190","+664"
"12:00:31 505","7190","-10"
"12:00:36 320","7190","-336"
"12:00:47 626","7190","+10"
"12:00:50 010","7190","+150"
"12:00:58 194","7190","+54"
"12:01:01 316","7200","+1388"
"12:01:03 613","7190","-1"
"12:01:03 613","7180","-198"
"12:01:11 817","7190","-10"
"12:01:11 818","7180","-83"
"12:01:12 607","7200","+10"
"12:01:19 208","7200","+500"
"12:01:19 409","7200","+243"
"12:01:19 512","7200","-170"
"12:01:28 533","7200","+500"
"12:01:38 320","7200","+100"
"12:01:46 397","7200","+49"
"12:01:47 527","7210","+41"
"12:01:53 104","7200","+20"
"12:01:53 105","7200","+614"
"12:01:53 297","7200","+148"
"12:01:55 319","7200","+1"
"12:01:59 333","7200","+217"
"12:02:04 330","7210","+10"
"12:02:07 504","7200","-523"
"12:02:08 119","7200","-50"
"12:02:12 406","7200","-10"
"12:02:14 309","7200","-8"
"12:02:15 504","7200","-500"
"12:02:16 401","7210","+66"
"12:02:21 418","7210","+50"
"12:02:25 615","7200","-491"
"12:02:30 099","7200","-20"
"12:02:33 504","7210","+29"
"12:02:47 210","7200","-1000"
"12:02:47 407","7200","-12"
"12:02:48 103","7210","+7"
"12:03:00 213","7200","-10"
"12:03:00 298","7200","-600"
"12:03:02 109","7200","-100"
"12:03:03 019","7200","-603"
"12:03:03 020","7200","+210"
"12:03:03 021","7200","+210"
"12:03:03 022","7200","+210"
"12:03:03 022","7200","+153"
"12:03:09 216","7210","+10"
"12:03:24 008","7200","-57"
"12:03:24 009","7200","+43"
"12:03:26 307","7200","-52"
"12:03:35 810","7200","-124"
"12:03:37 706","7200","-20"
"12:03:44 095","7200","-7"
"12:03:53 704","7200","-4"
"12:03:58 098","7200","-504"
"12:03:58 103","7200","+210"
"12:03:58 105","7200","+128"
"12:03:58 499","7200","+1"
"12:03:59 907","7200","+10"
"12:04:06 513","7200","+42"
"12:04:09 204","7190","-698"
"12:04:09 301","7200","+1"
"12:04:10 004","7200","+10"
"12:04:13 809","7200","+1"
"12:04:41 605","7200","+714"
"12:04:41 736","7200","-10"
"12:04:46 312","7200","-24"
"12:04:57 115","7200","-125"
"12:04:57 414","7200","-127"
"12:04:57 414","7190","-2139"
"12:04:57 720","7190","+714"
"12:05:02 492","7190","-396"
"12:05:04 403","7190","-1070"
"12:05:04 403","7190","+215"
"12:05:04 404","7190","+13"
"12:05:04 725","7190","+523"
"12:05:18 114","7190","-63"
"12:05:32 403","7210","+847"
"12:05:45 722","7210","+5"
"12:05:45 722","7210","+1986"
"12:05:50 597","7210","+20"
"12:05:50 597","7210","+400"
"12:05:52 496","7210","+1"
"12:05:56 305","7210","+20"
"12:05:56 305","7210","+826"
"12:05:56 610","7210","+2"
"12:05:59 101","7210","+42"
"12:05:59 103","7220","+2136"
"12:05:59 104","7220","+400"
"12:05:59 192","7220","+1037"
"12:06:03 295","7210","-693"
"12:06:08 895","7210","-300"
"12:06:10 219","7230","+20"
"12:06:14 094","7230","+20"
"12:06:15 595","7210","-27"
"12:06:18 014","7230","+13"
"12:06:20 057","7230","+20"
"12:06:20 610","7210","-438"
"12:06:25 509","7230","+41"
"12:06:28 414","7210","-320"
"12:06:28 900","7210","-85"
"12:06:33 822","7220","+20"
"12:06:42 016","7210","-9"
"12:06:42 901","7220","+280"
"12:06:44 219","7220","-1"
"12:06:46 217","7210","-98"
"12:06:59 628","7220","+110"
"12:07:10 901","7220","-10"
"12:07:11 305","7220","-10"
"12:07:14 091","7220","-100"
"12:07:14 232","7220","-11"
"12:07:16 100","7220","-353"
"12:07:16 498","7220","+10"
"12:07:17 097","7220","+416"
"12:07:17 097","7230","+584"
"12:07:18 100","7210","-1"
"12:07:34 599","7210","-2"
"12:07:51 890","7220","+298"
"12:07:52 099","7210","-50"
"12:08:03 197","7220","+2"
"12:08:04 408","7210","-100"
"12:08:06 091","7220","+69"
"12:08:08 094","7210","-100"
"12:08:12 099","7220","+30"
"12:08:13 118","7210","-200"
"12:08:44 511","7220","+42"
"12:08:44 706","7220","+1"
"12:08:49 409","7220","+345"
"12:08:56 188","7230","+50"
"12:09:01 202","7230","+2679"
"12:09:03 804","7220","-352"
"12:09:04 797","7220","+1"
"12:09:05 003","7220","+147"
"12:09:08 908","7230","-20"
"12:09:18 413","7230","-400"
"12:09:20 207","7230","-100"
"12:09:23 097","7230","-227"
"12:09:26 921","7230","+2"
"12:09:27 206","7230","+700"
"12:09:28 195","7220","-300"
"12:09:28 687","7230","+971"
"12:09:39 210","7240","+2500"
"12:09:39 499","7230","-250"
"12:09:43 889","7230","-204"
"12:09:49 000","7230","-100"
"12:09:55 700","7240","+80"
"12:09:57 102","7230","-50"
"12:09:57 505","7240","+1"
"12:09:59 807","7230","-10"
"12:10:00 019","7240","+138"
"12:10:00 020","7240","+138"
"12:10:00 098","7240","+1"
"12:10:03 705","7240","+465"
"12:10:09 006","7240","+10"
"12:10:09 085","7240","+166"
"12:10:11 624","7250","+10"
"12:10:17 791","7240","+10"
"12:10:19 304","7240","+10"
"12:10:20 101","7240","+143"
"12:10:24 621","7240","-2"
"12:10:26 184","7250","+138"
"12:10:26 185","7250","+138"
"12:10:30 986","7240","-210"
"12:10:33 503","7240","-100"
"12:10:37 423","7250","+1840"
"12:10:45 094","7250","+5"
"12:10:48 697","7240","-100"
"12:10:54 488","7240","-631"
"12:10:54 799","7240","+59"
"12:10:54 799","7250","+441"
"12:10:58 908","7250","+1"
"12:11:03 510","7250","+42"
"12:11:03 511","7250","+3307"
"12:11:04 287","7250","+1929"
"12:11:04 624","7250","-100"
"12:11:08 440","7250","-600"
"12:11:09 283","7260","+5145"
"12:11:09 395","7270","+1"
"12:11:09 708","7250","-4"
"12:11:09 819","7250","-4"
"12:11:10 903","7260","+1"
"12:11:10 904","7260","+1"
"12:11:10 904","7260","+113"
"12:11:11 700","7260","+85"
"12:11:11 700","7270","+415"
"12:11:12 295","7270","+100"
"12:11:13 502","7270","+500"
"12:11:13 698","7270","+10"
"12:11:13 799","7270","+20"
"12:11:14 711","7270","+18"
"12:11:16 195","7270","+10"
"12:11:16 209","7270","+164"
"12:11:19 689","7270","+20"
"12:11:19 697","7270","+1000"
"12:11:19 797","7270","+61"
"12:11:19 802","7270","+200"
"12:11:21 189","7270","+10"
"12:11:23 602","7270","+500"
"12:11:24 217","7270","+20"
"12:11:24 691","7270","+1"
"12:11:24 694","7270","+8"
"12:11:26 900","7270","+138"
"12:11:28 597","7270","+20"
"12:11:29 493","7270","+1000"
"12:11:30 112","7270","+63"
"12:11:31 309","7270","+20"
"12:11:31 310","7270","+967"
"12:11:31 702","7280","+1"
"12:11:32 398","7270","-10"
"12:11:34 906","7270","-233"
"12:11:35 203","7270","+67"
"12:11:37 315","7280","+50"
"12:11:39 304","7270","-100"
"12:11:41 710","7270","-762"
"12:11:43 591","7270","+50"
"12:11:46 592","7270","+120"
"12:11:48 718","7260","-280"
"12:11:49 793","7270","+521"
"12:11:50 310","7270","+45"
"12:11:54 196","7260","-1042"
"12:11:54 196","7250","-1486"
"12:11:54 375","7270","+1"
"12:11:54 502","7270","+412"
"12:11:56 392","7260","+1"
"12:11:57 800","7260","+4"
"12:11:57 801","7270","+196"
"12:12:07 996","7260","-800"
"12:12:08 945","7260","+5"
"12:12:14 716","7260","-1133"
"12:12:16 200","7260","-200"
"12:12:19 394","7260","-30"
"12:12:19 496","7260","-182"
"12:12:22 687","7260","+50"
"12:12:31 894","7260","+300"
"12:12:32 890","7260","+10"
"12:12:33 694","7260","+307"
"12:12:33 694","7270","+193"
"12:12:38 204","7270","+10"
"12:12:38 604","7250","-45"
"12:12:40 199","7260","+1"
"12:12:42 396","7260","+500"
"12:12:42 786","7260","+1"
"12:12:45 112","7260","+558"
"12:12:45 112","7270","+569"
"12:12:45 195","7250","-50"
"12:12:50 513","7260","+500"
